,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,w_elo_after_game,l_elo_after_game
2135,2014020008,20142015,R,2014-10-09T23:00:00Z,8,15,2,1,away win SO,1581,1473
2133,2014020006,20142015,R,2014-10-09T23:00:00Z,1,4,6,4,away win REG,1494,1503
2134,2014020005,20142015,R,2014-10-09T23:00:00Z,29,7,3,1,away win REG,1507,1519
2137,2014020010,20142015,R,2014-10-09T23:30:00Z,13,14,2,3,home win OT,1457,1437
2138,2014020009,20142015,R,2014-10-09T23:30:00Z,6,17,1,2,home win REG,1516,1520
2139,2014020012,20142015,R,2014-10-10T00:00:00Z,9,18,2,3,home win REG,1517,1501
2140,2014020011,20142015,R,2014-10-10T00:00:00Z,3,19,3,2,away win REG,1548,1485
2141,2014020013,20142015,R,2014-10-10T00:30:00Z,16,25,3,2,away win SO,1540,1459
2142,2014020014,20142015,R,2014-10-10T01:00:00Z,21,30,0,5,home win REG,1552,1476
2143,2014020015,20142015,R,2014-10-10T01:30:00Z,20,22,5,2,away win REG,1505,1391
2144,2014020016,20142015,R,2014-10-10T02:00:00Z,11,27,6,2,away win REG,1550,1458
2145,2014020017,20142015,R,2014-10-10T23:00:00Z,2,12,5,3,away win REG,1569,1508
2152,2014020022,20142015,R,2014-10-11T23:00:00Z,1,13,5,1,away win REG,1523,1428
2154,2014020018,20142015,R,2014-10-11T23:00:00Z,15,6,4,0,away win REG,1509,1480
2153,2014020023,20142015,R,2014-10-11T23:00:00Z,12,2,3,4,home win REG,1546,1531
2151,2014020020,20142015,R,2014-10-11T23:00:00Z,24,17,3,2,away win REG,1556,1489
2150,2014020019,20142015,R,2014-10-11T23:00:00Z,5,10,5,2,away win REG,1480,1448
2149,2014020026,20142015,R,2014-10-11T23:00:00Z,20,19,1,4,home win REG,1535,1455
2148,2014020021,20142015,R,2014-10-11T23:00:00Z,9,14,3,2,away win SO,1541,1412
2147,2014020024,20142015,R,2014-10-11T23:00:00Z,8,4,4,3,away win SO,1606,1478
2146,2014020025,20142015,R,2014-10-11T23:00:00Z,3,29,2,5,home win REG,1576,1479
2155,2014020027,20142015,R,2014-10-12T00:00:00Z,25,18,1,4,home win REG,1495,1465
2156,2014020028,20142015,R,2014-10-12T00:30:00Z,7,16,2,6,home win REG,1553,1506
2157,2014020029,20142015,R,2014-10-12T01:00:00Z,30,21,3,0,away win REG,1515,1513
2158,2014020030,20142015,R,2014-10-12T01:00:00Z,26,27,2,3,home win OT,1504,1427
2159,2014020032,20142015,R,2014-10-12T02:00:00Z,11,28,0,3,home win REG,1578,1481
2160,2014020031,20142015,R,2014-10-12T02:00:00Z,22,23,4,5,home win SO,1431,1443
2161,2014020033,20142015,R,2014-10-12T23:00:00Z,10,3,6,3,away win REG,1492,1533
2162,2014020034,20142015,R,2014-10-13T02:00:00Z,11,26,1,4,home win REG,1603,1478
2163,2014020035,20142015,R,2014-10-13T17:00:00Z,21,6,2,1,away win REG,1542,1451
2164,2014020036,20142015,R,2014-10-13T19:00:00Z,24,7,5,1,away win REG,1588,1521
2166,2014021194,20142015,R,2014-10-13T23:30:00Z,8,14,1,7,home win REG,1621,1396
2165,2014020037,20142015,R,2014-10-13T23:30:00Z,9,13,1,0,away win REG,1563,1406
2167,2014020042,20142015,R,2014-10-14T23:00:00Z,25,29,4,2,away win REG,1525,1448
2168,2014020039,20142015,R,2014-10-14T23:00:00Z,24,4,4,3,away win SO,1610,1456
2169,2014020040,20142015,R,2014-10-14T23:00:00Z,28,15,6,5,away win SO,1516,1474
2170,2014020038,20142015,R,2014-10-14T23:00:00Z,2,3,6,3,away win REG,1564,1501
2171,2014020043,20142015,R,2014-10-14T23:30:00Z,21,10,2,3,home win OT,1569,1464
2172,2014020044,20142015,R,2014-10-14T23:30:00Z,1,14,2,1,away win REG,1544,1375
2173,2014020041,20142015,R,2014-10-14T23:30:00Z,7,12,4,3,away win SO,1555,1511
2174,2014020045,20142015,R,2014-10-15T00:00:00Z,20,18,3,2,away win SO,1561,1440
2175,2014020046,20142015,R,2014-10-15T02:30:00Z,22,26,1,6,home win REG,1468,1442
2176,2014020047,20142015,R,2014-10-16T00:00:00Z,6,17,3,2,away win SO,1487,1453
2177,2014020048,20142015,R,2014-10-16T00:00:00Z,20,16,2,1,away win OT,1588,1479
2178,2014020049,20142015,R,2014-10-16T02:30:00Z,22,27,4,7,home win REG,1496,1399
2182,2014020057,20142015,R,2014-10-16T23:00:00Z,12,3,1,2,home win SO,1542,1470
2181,2014020051,20142015,R,2014-10-16T23:00:00Z,25,5,3,2,away win REG,1553,1452
2179,2014020052,20142015,R,2014-10-16T23:00:00Z,1,15,2,6,home win REG,1569,1448
2180,2014020050,20142015,R,2014-10-16T23:00:00Z,28,2,3,4,home win SO,1552,1527
2183,2014020054,20142015,R,2014-10-16T23:30:00Z,21,9,3,5,home win REG,1601,1532
2184,2014020053,20142015,R,2014-10-16T23:30:00Z,6,8,4,6,home win REG,1531,1578
2185,2014020055,20142015,R,2014-10-17T02:30:00Z,19,26,0,1,home win SO,1486,1411
2186,2014020056,20142015,R,2014-10-17T23:00:00Z,13,7,1,0,away win REG,1451,1510
2187,2014020058,20142015,R,2014-10-17T23:00:00Z,20,29,2,3,home win REG,1608,1429
2188,2014020059,20142015,R,2014-10-17T23:30:00Z,17,10,4,1,away win REG,1486,1431
2189,2014020060,20142015,R,2014-10-18T00:00:00Z,18,11,2,0,away win REG,1486,1557
2190,2014020061,20142015,R,2014-10-18T01:30:00Z,23,22,2,0,away win REG,1480,1459
2191,2014020062,20142015,R,2014-10-18T02:00:00Z,30,24,1,2,home win REG,1556,1569
2195,2014020068,20142015,R,2014-10-18T23:00:00Z,2,5,1,3,home win REG,1552,1427
2198,2014020065,20142015,R,2014-10-18T23:00:00Z,29,9,2,3,home win REG,1470,1491
2197,2014020067,20142015,R,2014-10-18T23:00:00Z,28,1,4,2,away win REG,1586,1536
2196,2014020064,20142015,R,2014-10-18T23:00:00Z,21,8,2,3,home win REG,1631,1548
2194,2014020069,20142015,R,2014-10-18T23:00:00Z,13,15,1,2,home win SO,1483,1417
2193,2014020066,20142015,R,2014-10-18T23:00:00Z,10,17,0,1,home win OT,1468,1449
2192,2014020063,20142015,R,2014-10-18T23:00:00Z,6,7,4,0,away win REG,1561,1480
2199,2014020070,20142015,R,2014-10-19T00:00:00Z,4,25,6,5,away win OT,1496,1512
2200,2014020071,20142015,R,2014-10-19T00:30:00Z,18,16,1,2,home win OT,1517,1448
2201,2014020072,20142015,R,2014-10-19T01:00:00Z,19,27,6,1,away win REG,1510,1375
2202,2014020073,20142015,R,2014-10-19T02:00:00Z,14,23,4,2,away win REG,1417,1439
2203,2014020074,20142015,R,2014-10-19T19:00:00Z,30,26,1,2,home win REG,1575,1392
2204,2014020075,20142015,R,2014-10-19T21:00:00Z,28,3,0,4,home win REG,1608,1448
2205,2014020076,20142015,R,2014-10-19T23:00:00Z,20,11,4,1,away win REG,1635,1530
2206,2014020077,20142015,R,2014-10-20T00:00:00Z,19,24,0,3,home win REG,1547,1532
2207,2014020078,20142015,R,2014-10-21T01:30:00Z,14,22,2,3,home win REG,1453,1423
2210,2014020081,20142015,R,2014-10-21T23:00:00Z,10,2,5,2,away win REG,1508,1513
2208,2014020079,20142015,R,2014-10-21T23:00:00Z,28,6,3,5,home win REG,1635,1533
2209,2014020080,20142015,R,2014-10-21T23:00:00Z,3,1,4,3,away win OT,1488,1496
2211,2014020082,20142015,R,2014-10-21T23:30:00Z,17,8,1,2,home win OT,1490,1507
2212,2014020084,20142015,R,2014-10-22T00:00:00Z,12,11,1,3,home win REG,1573,1499
2213,2014020083,20142015,R,2014-10-22T00:00:00Z,27,18,3,4,home win SO,1419,1473
2214,2014020085,20142015,R,2014-10-22T00:30:00Z,4,16,0,4,home win REG,1524,1420
2215,2014020086,20142015,R,2014-10-22T00:30:00Z,23,25,3,6,home win REG,1477,1474
2216,2014020087,20142015,R,2014-10-22T01:00:00Z,13,21,4,3,away win OT,1528,1586
2217,2014020088,20142015,R,2014-10-22T01:00:00Z,14,20,2,1,away win OT,1500,1588
2218,2014020090,20142015,R,2014-10-23T00:00:00Z,4,5,5,3,away win REG,1547,1404
2219,2014020091,20142015,R,2014-10-23T01:30:00Z,15,22,2,3,home win REG,1449,1391
2220,2014020092,20142015,R,2014-10-23T02:30:00Z,7,24,1,4,home win REG,1517,1495
2221,2014020093,20142015,R,2014-10-23T23:00:00Z,2,6,3,2,away win REG,1547,1499
2222,2014020094,20142015,R,2014-10-23T23:30:00Z,5,17,3,4,home win OT,1443,1450
2225,2014020095,20142015,R,2014-10-24T00:00:00Z,23,19,4,1,away win REG,1516,1509
2223,2014020097,20142015,R,2014-10-24T00:00:00Z,27,30,0,2,home win REG,1465,1530
2224,2014020096,20142015,R,2014-10-24T00:00:00Z,16,18,2,3,home win REG,1457,1436
2226,2014020098,20142015,R,2014-10-24T01:00:00Z,12,20,0,5,home win REG,1607,1554
2227,2014020099,20142015,R,2014-10-24T02:30:00Z,7,26,0,2,home win REG,1538,1371
2228,2014020100,20142015,R,2014-10-24T02:30:00Z,29,28,5,4,away win REG,1516,1589
2229,2014020101,20142015,R,2014-10-24T23:00:00Z,25,1,3,2,away win SO,1508,1462
2230,2014020102,20142015,R,2014-10-25T00:00:00Z,14,11,4,2,away win REG,1532,1467
2231,2014020103,20142015,R,2014-10-25T01:00:00Z,23,21,3,7,home win REG,1554,1547
2232,2014020104,20142015,R,2014-10-25T01:30:00Z,12,22,3,6,home win REG,1621,1376
2233,2014020105,20142015,R,2014-10-25T02:00:00Z,29,24,1,4,home win REG,1546,1465
2234,2014020106,20142015,R,2014-10-25T20:00:00Z,7,28,2,1,away win REG,1575,1552
2239,2014020109,20142015,R,2014-10-25T23:00:00Z,1,9,3,2,away win OT,1497,1456
2237,2014020107,20142015,R,2014-10-25T23:00:00Z,6,10,4,1,away win REG,1532,1475
2238,2014020108,20142015,R,2014-10-25T23:00:00Z,3,8,1,3,home win REG,1522,1473
2235,2014020111,20142015,R,2014-10-25T23:00:00Z,17,4,2,4,home win REG,1491,1507
2236,2014020110,20142015,R,2014-10-25T23:00:00Z,25,2,5,7,home win REG,1543,1511
2240,2014020112,20142015,R,2014-10-26T00:00:00Z,16,19,2,3,home win REG,1494,1472
2241,2014020114,20142015,R,2014-10-26T00:00:00Z,14,30,2,7,home win REG,1564,1498
2242,2014020113,20142015,R,2014-10-26T00:00:00Z,5,18,3,0,away win REG,1475,1405
2243,2014020115,20142015,R,2014-10-26T01:00:00Z,13,27,1,2,home win OT,1554,1439
2244,2014020116,20142015,R,2014-10-26T02:00:00Z,15,20,3,1,away win REG,1491,1513
2245,2014020117,20142015,R,2014-10-26T19:00:00Z,21,11,1,2,home win OT,1572,1442
2246,2014020118,20142015,R,2014-10-26T20:00:00Z,29,26,2,5,home win REG,1563,1354
2247,2014020119,20142015,R,2014-10-26T23:00:00Z,9,16,1,2,home win REG,1491,1458
2248,2014020120,20142015,R,2014-10-27T00:00:00Z,28,24,4,1,away win REG,1577,1441
2249,2014020121,20142015,R,2014-10-27T01:30:00Z,15,23,2,4,home win REG,1528,1516
2250,2014020122,20142015,R,2014-10-27T23:00:00Z,30,3,4,5,home win REG,1532,1488
2251,2014020123,20142015,R,2014-10-28T01:30:00Z,8,22,0,3,home win REG,1496,1353
2256,2014020125,20142015,R,2014-10-28T23:00:00Z,11,2,4,3,away win REG,1481,1473
2255,2014020127,20142015,R,2014-10-28T23:00:00Z,1,5,3,8,home win REG,1527,1445
2252,2014020124,20142015,R,2014-10-28T23:00:00Z,30,6,4,3,away win REG,1564,1500
2253,2014020126,20142015,R,2014-10-28T23:00:00Z,26,4,2,3,home win OT,1399,1461
2254,2014020128,20142015,R,2014-10-28T23:00:00Z,9,29,5,2,away win REG,1530,1525
2257,2014020129,20142015,R,2014-10-28T23:30:00Z,7,10,0,4,home win REG,1598,1452
2258,2014020130,20142015,R,2014-10-28T23:30:00Z,27,14,3,7,home win REG,1482,1521
2259,2014020132,20142015,R,2014-10-29T00:30:00Z,19,25,4,3,away win OT,1511,1505
2260,2014020131,20142015,R,2014-10-29T00:30:00Z,24,16,1,0,away win REG,1475,1425
2261,2014020133,20142015,R,2014-10-29T01:00:00Z,28,21,3,2,away win SO,1608,1541
2262,2014020134,20142015,R,2014-10-29T01:00:00Z,8,20,2,1,away win SO,1530,1479
2263,2014020135,20142015,R,2014-10-29T02:00:00Z,12,23,1,4,home win REG,1644,1494
2264,2014020136,20142015,R,2014-10-29T23:30:00Z,17,15,4,2,away win REG,1526,1493
2265,2014020137,20142015,R,2014-10-30T02:00:00Z,18,22,4,1,away win REG,1432,1326
2268,2014020139,20142015,R,2014-10-30T23:00:00Z,11,1,1,2,home win SO,1517,1490
2267,2014020140,20142015,R,2014-10-30T23:00:00Z,26,5,0,3,home win REG,1435,1409
2266,2014020138,20142015,R,2014-10-30T23:00:00Z,6,7,3,2,away win OT,1541,1557
2269,2014020142,20142015,R,2014-10-30T23:30:00Z,4,14,3,4,home win REG,1499,1483
2270,2014020143,20142015,R,2014-10-30T23:30:00Z,27,13,1,2,home win REG,1520,1516
2271,2014020141,20142015,R,2014-10-30T23:30:00Z,16,9,5,4,away win SO,1466,1489
2272,2014020144,20142015,R,2014-10-31T00:00:00Z,24,19,0,2,home win REG,1510,1475
2273,2014020145,20142015,R,2014-10-31T00:00:00Z,28,30,3,4,home win SO,1636,1536
2274,2014020146,20142015,R,2014-10-31T01:00:00Z,2,21,0,5,home win REG,1511,1502
2275,2014020147,20142015,R,2014-10-31T02:00:00Z,8,23,2,3,home win OT,1559,1465
2276,2014020148,20142015,R,2014-10-31T23:00:00Z,10,29,4,1,away win REG,1491,1486
2277,2014020149,20142015,R,2014-10-31T23:30:00Z,26,17,2,5,home win REG,1475,1486
2278,2014020150,20142015,R,2014-11-01T00:30:00Z,24,25,2,1,away win OT,1541,1473
2279,2014020151,20142015,R,2014-11-01T01:00:00Z,18,20,3,4,home win REG,1468,1443
2287,2014020156,20142015,R,2014-11-01T23:00:00Z,4,13,1,2,home win REG,1532,1482
2286,2014020157,20142015,R,2014-11-01T23:00:00Z,29,1,2,3,home win REG,1519,1458
2285,2014020154,20142015,R,2014-11-01T23:00:00Z,16,10,2,3,home win REG,1500,1456
2284,2014020158,20142015,R,2014-11-01T23:00:00Z,11,3,1,0,away win SO,1546,1458
2281,2014020159,20142015,R,2014-11-01T23:00:00Z,7,5,0,5,home win REG,1576,1389
2282,2014020153,20142015,R,2014-11-01T23:00:00Z,9,6,2,4,home win REG,1525,1504
2280,2014020160,20142015,R,2014-11-01T23:00:00Z,27,12,0,3,home win REG,1563,1601
2283,2014020155,20142015,R,2014-11-01T23:00:00Z,15,14,3,4,home win REG,1524,1452
2288,2014020161,20142015,R,2014-11-02T00:00:00Z,21,19,2,3,home win SO,1532,1446
2289,2014020162,20142015,R,2014-11-02T00:00:00Z,25,30,1,4,home win REG,1511,1498
2290,2014020163,20142015,R,2014-11-02T02:00:00Z,23,22,3,2,away win REG,1485,1306
2291,2014020152,20142015,R,2014-11-02T02:30:00Z,2,28,1,3,home win REG,1554,1593
2292,2014020164,20142015,R,2014-11-02T22:00:00Z,17,7,2,3,home win SO,1526,1536
2293,2014020165,20142015,R,2014-11-02T22:00:00Z,26,12,2,3,home win REG,1519,1558
2295,2014020166,20142015,R,2014-11-03T00:00:00Z,20,8,6,2,away win REG,1485,1516
2294,2014020167,20142015,R,2014-11-03T00:00:00Z,27,15,6,5,away win REG,1592,1496
2296,2014020168,20142015,R,2014-11-03T01:00:00Z,24,21,3,2,away win REG,1573,1501
2297,2014020169,20142015,R,2014-11-03T02:00:00Z,11,16,1,0,away win REG,1574,1473
2298,2014020170,20142015,R,2014-11-03T02:30:00Z,18,23,3,1,away win REG,1502,1451
2299,2014020171,20142015,R,2014-11-04T00:00:00Z,19,3,4,3,away win SO,1479,1425
2300,2014020172,20142015,R,2014-11-05T00:00:00Z,13,6,1,2,home win OT,1516,1470
2301,2014020175,20142015,R,2014-11-05T00:00:00Z,20,15,4,3,away win OT,1518,1463
2302,2014020176,20142015,R,2014-11-05T00:00:00Z,12,29,4,2,away win REG,1586,1490
2303,2014020174,20142015,R,2014-11-05T00:00:00Z,22,4,1,4,home win REG,1356,1482
2304,2014020173,20142015,R,2014-11-05T00:30:00Z,19,1,1,0,away win REG,1509,1428
2305,2014020178,20142015,R,2014-11-05T00:30:00Z,17,9,1,3,home win REG,1558,1493
2306,2014020177,20142015,R,2014-11-05T00:30:00Z,16,8,5,0,away win REG,1509,1480
2308,2014020180,20142015,R,2014-11-05T01:00:00Z,18,11,1,3,home win REG,1540,1535
2307,2014020179,20142015,R,2014-11-05T01:00:00Z,5,30,4,1,away win REG,1431,1457
2309,2014020181,20142015,R,2014-11-05T01:30:00Z,26,25,3,1,away win REG,1550,1480
2310,2014020183,20142015,R,2014-11-05T02:00:00Z,10,27,2,3,home win REG,1500,1548
2311,2014020182,20142015,R,2014-11-05T02:00:00Z,23,21,5,2,away win REG,1488,1464
2312,2014020184,20142015,R,2014-11-06T00:30:00Z,8,7,2,1,away win SO,1517,1499
2313,2014020185,20142015,R,2014-11-06T01:00:00Z,17,3,3,4,home win OT,1578,1405
2314,2014020186,20142015,R,2014-11-06T03:30:00Z,2,24,3,2,away win OT,1588,1539
2315,2014020187,20142015,R,2014-11-07T00:00:00Z,22,6,2,5,home win REG,1398,1428
2316,2014020188,20142015,R,2014-11-07T00:00:00Z,13,4,1,4,home win REG,1545,1453
2317,2014020190,20142015,R,2014-11-07T00:30:00Z,20,14,2,5,home win REG,1544,1426
2318,2014020189,20142015,R,2014-11-07T00:30:00Z,30,9,0,3,home win REG,1492,1458
2319,2014020191,20142015,R,2014-11-07T01:00:00Z,1,19,3,4,home win REG,1467,1470
2320,2014020192,20142015,R,2014-11-07T01:00:00Z,5,11,4,3,away win SO,1472,1494
2321,2014020193,20142015,R,2014-11-07T01:30:00Z,18,25,3,2,away win REG,1567,1453
2322,2014020194,20142015,R,2014-11-07T02:00:00Z,10,21,3,4,home win SO,1529,1436
2323,2014020195,20142015,R,2014-11-07T03:30:00Z,2,26,2,1,away win SO,1616,1521
2324,2014020196,20142015,R,2014-11-07T03:30:00Z,23,28,3,2,away win REG,1529,1552
2326,2014020197,20142015,R,2014-11-08T00:00:00Z,22,7,3,2,away win REG,1439,1458
2325,2014020198,20142015,R,2014-11-08T00:00:00Z,29,12,2,3,home win OT,1531,1545
2327,2014020199,20142015,R,2014-11-08T00:30:00Z,1,17,2,4,home win REG,1509,1537
2328,2014020200,20142015,R,2014-11-08T01:30:00Z,15,16,3,2,away win REG,1499,1472
2329,2014020201,20142015,R,2014-11-08T03:00:00Z,27,24,3,2,away win SO,1579,1508
2330,2014020202,20142015,R,2014-11-08T20:00:00Z,20,13,6,4,away win REG,1576,1513
2331,2014020205,20142015,R,2014-11-09T00:00:00Z,30,8,1,4,home win REG,1526,1483
2332,2014020208,20142015,R,2014-11-09T00:00:00Z,14,29,7,4,away win REG,1467,1489
2333,2014020206,20142015,R,2014-11-09T00:00:00Z,11,9,2,1,away win SO,1523,1429
2334,2014020207,20142015,R,2014-11-09T00:00:00Z,21,4,3,4,home win REG,1469,1419
2335,2014020204,20142015,R,2014-11-09T00:00:00Z,3,10,4,5,home win REG,1448,1486
2336,2014020203,20142015,R,2014-11-09T00:00:00Z,5,7,6,1,away win REG,1503,1427
2340,2014020209,20142015,R,2014-11-09T01:00:00Z,12,15,3,4,home win OT,1573,1471
2339,2014020210,20142015,R,2014-11-09T01:00:00Z,18,19,2,1,away win REG,1590,1446
2337,2014020211,20142015,R,2014-11-09T01:00:00Z,28,25,5,3,away win REG,1575,1430
2338,2014020212,20142015,R,2014-11-09T01:00:00Z,2,27,1,0,away win REG,1645,1550
2341,2014020213,20142015,R,2014-11-09T03:00:00Z,23,26,1,5,home win REG,1561,1490
2342,2014020089,20142015,R,2014-11-09T23:00:00Z,10,9,5,3,away win REG,1513,1403
2343,2014020214,20142015,R,2014-11-09T23:00:00Z,14,17,4,3,away win SO,1506,1498
2344,2014020215,20142015,R,2014-11-09T23:00:00Z,22,3,3,1,away win REG,1472,1415
2345,2014020216,20142015,R,2014-11-10T00:00:00Z,28,16,2,5,home win REG,1598,1450
2346,2014020217,20142015,R,2014-11-10T02:00:00Z,23,24,2,1,away win SO,1588,1481
2347,2014020218,20142015,R,2014-11-11T00:00:00Z,1,6,2,4,home win REG,1534,1403
2348,2014020219,20142015,R,2014-11-11T00:00:00Z,20,12,1,4,home win REG,1608,1541
2351,2014020222,20142015,R,2014-11-12T00:00:00Z,5,3,0,5,home win REG,1527,1391
2349,2014020223,20142015,R,2014-11-12T00:00:00Z,29,15,2,4,home win REG,1520,1441
2350,2014020221,20142015,R,2014-11-12T00:00:00Z,21,2,0,6,home win REG,1516,1598
2352,2014020220,20142015,R,2014-11-12T00:00:00Z,30,1,1,3,home win REG,1559,1501
2354,2014020224,20142015,R,2014-11-12T00:30:00Z,11,8,0,3,home win REG,1551,1455
2353,2014020225,20142015,R,2014-11-12T00:30:00Z,28,13,1,4,home win REG,1622,1489
2355,2014020226,20142015,R,2014-11-12T01:00:00Z,7,19,1,6,home win REG,1461,1413
2356,2014020227,20142015,R,2014-11-12T01:00:00Z,22,18,2,3,home win REG,1515,1548
2357,2014020228,20142015,R,2014-11-12T01:30:00Z,14,16,2,3,home win SO,1533,1423
2358,2014020229,20142015,R,2014-11-12T02:00:00Z,25,27,4,3,away win REG,1473,1508
2359,2014020230,20142015,R,2014-11-12T03:00:00Z,9,23,3,4,home win OT,1450,1540
2360,2014020231,20142015,R,2014-11-13T01:00:00Z,6,10,1,6,home win REG,1445,1471
2361,2014020232,20142015,R,2014-11-13T03:30:00Z,26,24,5,6,home win SO,1521,1449
2362,2014020234,20142015,R,2014-11-14T00:00:00Z,11,12,3,1,away win REG,1582,1510
2363,2014020233,20142015,R,2014-11-14T00:00:00Z,21,3,4,3,away win SO,1537,1370
2364,2014020236,20142015,R,2014-11-14T00:30:00Z,28,14,2,1,away win REG,1646,1509
2365,2014020235,20142015,R,2014-11-14T00:30:00Z,6,8,1,5,home win REG,1478,1422
2366,2014020237,20142015,R,2014-11-14T01:00:00Z,18,19,3,4,home win REG,1568,1393
2367,2014020238,20142015,R,2014-11-14T01:00:00Z,7,30,3,6,home win REG,1502,1518
2368,2014020239,20142015,R,2014-11-14T02:00:00Z,27,20,3,5,home win REG,1549,1567
2369,2014020240,20142015,R,2014-11-14T02:30:00Z,9,22,4,3,away win OT,1488,1477
2370,2014020241,20142015,R,2014-11-14T03:30:00Z,25,26,2,0,away win REG,1509,1485
2371,2014020242,20142015,R,2014-11-15T00:00:00Z,29,4,4,3,away win REG,1543,1396
2372,2014020243,20142015,R,2014-11-15T00:00:00Z,1,15,1,0,away win REG,1528,1414
2373,2014020246,20142015,R,2014-11-15T00:30:00Z,2,13,4,3,away win SO,1620,1466
2374,2014020245,20142015,R,2014-11-15T00:30:00Z,16,17,1,4,home win REG,1462,1459
2375,2014020244,20142015,R,2014-11-15T00:30:00Z,5,10,2,1,away win REG,1554,1444
2376,2014020247,20142015,R,2014-11-15T03:00:00Z,27,23,5,0,away win REG,1580,1509
2377,2014020248,20142015,R,2014-11-15T18:00:00Z,12,6,1,2,home win REG,1539,1449
2378,2014020249,20142015,R,2014-11-15T19:00:00Z,30,25,2,1,away win REG,1549,1478
2379,2014020250,20142015,R,2014-11-15T21:00:00Z,24,26,2,3,home win OT,1485,1449
2385,2014020256,20142015,R,2014-11-16T00:00:00Z,28,29,1,2,home win REG,1669,1520
2386,2014020254,20142015,R,2014-11-16T00:00:00Z,21,1,3,2,away win REG,1568,1496
2383,2014020255,20142015,R,2014-11-16T00:00:00Z,3,5,2,3,home win SO,1418,1507
2384,2014020251,20142015,R,2014-11-16T00:00:00Z,10,7,2,6,home win REG,1481,1464
2381,2014020257,20142015,R,2014-11-16T00:00:00Z,11,18,1,2,home win REG,1613,1537
2380,2014020253,20142015,R,2014-11-16T00:00:00Z,2,14,2,5,home win REG,1642,1487
2382,2014020252,20142015,R,2014-11-16T00:00:00Z,4,8,3,6,home win REG,1431,1388
2387,2014020258,20142015,R,2014-11-16T01:00:00Z,15,19,1,4,home win REG,1444,1363
2388,2014020259,20142015,R,2014-11-16T03:00:00Z,9,20,2,4,home win REG,1527,1528
2389,2014020261,20142015,R,2014-11-16T22:00:00Z,11,30,3,4,home win OT,1639,1523
2390,2014020260,20142015,R,2014-11-16T22:00:00Z,28,12,2,0,away win REG,1689,1519
2391,2014020263,20142015,R,2014-11-17T00:00:00Z,25,16,2,6,home win REG,1509,1431
2392,2014020262,20142015,R,2014-11-17T00:00:00Z,8,17,4,1,away win REG,1426,1421
2393,2014020264,20142015,R,2014-11-17T01:00:00Z,13,24,6,2,away win REG,1500,1451
2394,2014020265,20142015,R,2014-11-17T02:00:00Z,27,22,2,1,away win REG,1603,1454
2395,2014020266,20142015,R,2014-11-18T00:00:00Z,14,3,5,1,away win REG,1512,1392
2398,2014020267,20142015,R,2014-11-19T00:00:00Z,19,6,0,2,home win REG,1402,1409
2396,2014020270,20142015,R,2014-11-19T00:00:00Z,17,29,5,0,away win REG,1462,1479
2397,2014020269,20142015,R,2014-11-19T00:00:00Z,14,2,2,5,home win REG,1556,1599
2399,2014020268,20142015,R,2014-11-19T00:30:00Z,28,7,1,4,home win REG,1703,1451
2400,2014020271,20142015,R,2014-11-19T00:30:00Z,18,10,9,2,away win REG,1564,1454
2401,2014020272,20142015,R,2014-11-19T00:30:00Z,5,8,4,0,away win REG,1531,1401
2402,2014020273,20142015,R,2014-11-19T01:00:00Z,1,11,1,3,home win REG,1541,1595
2403,2014020274,20142015,R,2014-11-19T01:30:00Z,12,25,6,4,away win REG,1550,1477
2404,2014020275,20142015,R,2014-11-19T02:00:00Z,24,20,3,4,home win SO,1490,1489
2405,2014020276,20142015,R,2014-11-19T02:00:00Z,15,27,2,1,away win OT,1490,1557
