,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,w_elo_after_game,l_elo_after_game
1844,2013021040,20132014,R,2014-03-20T00:00:00Z,21,11,4,5,home win OT,1535,1422
1845,2013021041,20132014,R,2014-03-20T02:00:00Z,18,23,0,2,home win REG,1562,1547
1846,2013021042,20132014,R,2014-03-20T23:00:00Z,30,1,3,4,home win OT,1524,1480
1847,2013021043,20132014,R,2014-03-20T23:00:00Z,25,4,2,4,home win REG,1490,1413
1848,2013021046,20132014,R,2014-03-20T23:30:00Z,5,17,4,5,home win OT,1537,1513
1849,2013021044,20132014,R,2014-03-20T23:30:00Z,29,8,3,2,away win REG,1506,1454
1850,2013021045,20132014,R,2014-03-20T23:30:00Z,14,9,5,4,away win REG,1512,1502
1851,2013021047,20132014,R,2014-03-21T01:30:00Z,7,22,3,1,away win REG,1552,1499
1852,2013021048,20132014,R,2014-03-21T02:00:00Z,13,27,1,2,home win REG,1527,1519
1853,2013021049,20132014,R,2014-03-21T02:30:00Z,15,26,1,2,home win SO,1526,1425
1854,2013021050,20132014,R,2014-03-21T02:30:00Z,24,28,2,3,home win REG,1449,1446
1855,2013021051,20132014,R,2014-03-21T23:00:00Z,3,29,3,1,away win REG,1560,1476
1856,2013021052,20132014,R,2014-03-22T00:00:00Z,12,16,2,3,home win REG,1530,1458
1858,2013021053,20132014,R,2014-03-22T01:00:00Z,6,21,2,0,away win REG,1522,1499
1857,2013021054,20132014,R,2014-03-22T01:00:00Z,18,20,6,5,away win REG,1587,1455
1860,2013021056,20132014,R,2014-03-22T17:00:00Z,14,5,3,4,home win OT,1546,1503
1859,2013021055,20132014,R,2014-03-22T17:00:00Z,19,4,1,4,home win REG,1560,1392
1861,2013021057,20132014,R,2014-03-22T18:00:00Z,17,30,3,2,away win REG,1546,1491
1862,2013021058,20132014,R,2014-03-22T19:00:00Z,9,25,1,3,home win REG,1533,1460
1863,2013021059,20132014,R,2014-03-22T20:00:00Z,13,26,0,4,home win REG,1550,1402
1864,2013021061,20132014,R,2014-03-22T23:00:00Z,3,1,2,0,away win REG,1585,1455
1865,2013021062,20132014,R,2014-03-22T23:00:00Z,12,11,3,2,away win REG,1552,1400
1866,2013021060,20132014,R,2014-03-22T23:00:00Z,8,10,4,3,away win REG,1498,1540
1867,2013021063,20132014,R,2014-03-23T01:00:00Z,6,27,4,2,away win REG,1554,1487
1868,2013021064,20132014,R,2014-03-23T02:00:00Z,20,22,8,1,away win REG,1492,1463
1869,2013021065,20132014,R,2014-03-23T02:30:00Z,15,28,3,2,away win SO,1551,1422
1870,2013021066,20132014,R,2014-03-23T17:00:00Z,29,2,0,2,home win REG,1504,1408
1871,2013021067,20132014,R,2014-03-23T17:00:00Z,19,5,1,0,away win REG,1587,1476
1872,2013021069,20132014,R,2014-03-23T23:00:00Z,18,16,2,0,away win REG,1608,1438
1873,2013021068,20132014,R,2014-03-23T23:00:00Z,10,1,2,3,home win REG,1564,1431
1874,2013021070,20132014,R,2014-03-23T23:30:00Z,30,17,4,3,away win OT,1528,1509
1875,2013021072,20132014,R,2014-03-24T00:00:00Z,13,24,2,6,home win REG,1573,1426
1876,2013021071,20132014,R,2014-03-24T00:00:00Z,7,23,2,4,home win REG,1584,1516
1877,2013021074,20132014,R,2014-03-24T23:00:00Z,26,4,3,2,away win REG,1433,1361
1878,2013021073,20132014,R,2014-03-24T23:00:00Z,27,3,3,4,home win OT,1528,1544
1879,2013021076,20132014,R,2014-03-24T23:30:00Z,9,14,4,3,away win SO,1567,1513
1880,2013021075,20132014,R,2014-03-24T23:30:00Z,8,6,2,1,away win SO,1535,1517
1881,2013021077,20132014,R,2014-03-25T00:30:00Z,11,25,1,2,home win REG,1437,1422
1882,2013021078,20132014,R,2014-03-25T01:00:00Z,28,20,1,2,home win SO,1460,1453
1883,2013021079,20132014,R,2014-03-25T23:00:00Z,19,10,5,3,away win REG,1617,1535
1884,2013021081,20132014,R,2014-03-25T23:00:00Z,26,15,5,4,away win SO,1476,1508
1885,2013021080,20132014,R,2014-03-25T23:00:00Z,27,5,3,2,away win REG,1555,1449
1886,2013021082,20132014,R,2014-03-25T23:00:00Z,2,12,5,4,away win REG,1452,1507
1889,2013021084,20132014,R,2014-03-25T23:30:00Z,9,13,2,3,home win SO,1599,1540
1888,2013021083,20132014,R,2014-03-25T23:30:00Z,7,8,0,2,home win REG,1611,1507
1887,2013021085,20132014,R,2014-03-25T23:30:00Z,17,29,2,4,home win REG,1540,1473
1890,2013021087,20132014,R,2014-03-26T00:00:00Z,21,18,5,4,away win SO,1540,1566
1891,2013021086,20132014,R,2014-03-26T00:00:00Z,25,16,2,4,home win REG,1456,1404
1892,2013021088,20132014,R,2014-03-26T01:30:00Z,28,22,5,2,away win REG,1492,1431
1893,2013021089,20132014,R,2014-03-26T23:30:00Z,23,30,5,2,away win REG,1549,1494
1894,2013021090,20132014,R,2014-03-27T00:00:00Z,4,3,1,3,home win REG,1409,1497
1895,2013021091,20132014,R,2014-03-27T02:00:00Z,24,20,3,2,away win REG,1461,1419
1896,2013021095,20132014,R,2014-03-27T23:00:00Z,8,17,5,4,away win REG,1542,1505
1897,2013021093,20132014,R,2014-03-27T23:00:00Z,27,1,3,2,away win SO,1576,1410
1898,2013021092,20132014,R,2014-03-27T23:00:00Z,16,6,0,3,home win REG,1446,1475
1899,2013021094,20132014,R,2014-03-27T23:00:00Z,26,5,3,2,away win REG,1505,1419
1900,2013021096,20132014,R,2014-03-27T23:30:00Z,2,14,2,3,home win SO,1490,1476
1901,2013021097,20132014,R,2014-03-27T23:30:00Z,12,13,3,0,away win REG,1542,1505
1903,2013021098,20132014,R,2014-03-28T00:00:00Z,30,19,1,5,home win REG,1537,1574
1902,2013021099,20132014,R,2014-03-28T00:00:00Z,7,18,1,6,home win REG,1639,1538
1904,2013021100,20132014,R,2014-03-28T01:00:00Z,23,21,2,3,home win OT,1580,1509
1905,2013021101,20132014,R,2014-03-28T02:30:00Z,11,28,4,3,away win REG,1474,1455
1906,2013021102,20132014,R,2014-03-28T23:00:00Z,10,4,2,4,home win REG,1555,1388
1907,2013021103,20132014,R,2014-03-28T23:00:00Z,5,29,2,1,away win REG,1456,1436
1908,2013021104,20132014,R,2014-03-28T23:30:00Z,16,9,3,5,home win REG,1492,1554
1909,2013021105,20132014,R,2014-03-29T00:30:00Z,18,25,3,7,home win REG,1563,1431
1910,2013021106,20132014,R,2014-03-29T01:00:00Z,3,20,3,4,home win REG,1522,1394
1911,2013021107,20132014,R,2014-03-29T01:30:00Z,24,22,3,4,home win OT,1490,1402
1912,2013021108,20132014,R,2014-03-29T16:30:00Z,6,15,4,2,away win REG,1510,1473
1913,2013021109,20132014,R,2014-03-29T19:00:00Z,28,21,2,3,home win REG,1492,1472
1917,2013021111,20132014,R,2014-03-29T23:00:00Z,17,10,4,2,away win REG,1542,1519
1916,2013021110,20132014,R,2014-03-29T23:00:00Z,14,7,4,3,away win OT,1522,1593
1918,2013021112,20132014,R,2014-03-29T23:00:00Z,8,13,4,1,away win REG,1571,1477
1914,2013021113,20132014,R,2014-03-29T23:00:00Z,1,2,1,2,home win SO,1449,1450
1915,2013021114,20132014,R,2014-03-29T23:00:00Z,29,12,3,2,away win OT,1477,1501
1919,2013021115,20132014,R,2014-03-30T00:00:00Z,25,19,4,2,away win REG,1475,1529
1920,2013021116,20132014,R,2014-03-30T01:00:00Z,30,27,3,1,away win REG,1573,1541
1921,2013021117,20132014,R,2014-03-30T02:00:00Z,24,23,5,1,away win REG,1530,1540
1922,2013021118,20132014,R,2014-03-30T02:00:00Z,11,26,2,4,home win REG,1509,1470
1923,2013021121,20132014,R,2014-03-30T16:30:00Z,6,4,4,3,away win SO,1531,1367
1924,2013021119,20132014,R,2014-03-30T21:00:00Z,20,9,3,6,home win REG,1440,1508
1925,2013021120,20132014,R,2014-03-30T21:00:00Z,14,17,2,3,home win REG,1556,1508
1926,2013021122,20132014,R,2014-03-30T23:30:00Z,16,5,1,4,home win REG,1520,1427
1927,2013021123,20132014,R,2014-03-31T00:00:00Z,15,18,3,4,home win SO,1513,1523
1928,2013021124,20132014,R,2014-03-31T00:00:00Z,3,22,5,0,away win REG,1543,1380
1929,2013021125,20132014,R,2014-03-31T23:30:00Z,12,9,1,2,home win SO,1534,1475
1930,2013021126,20132014,R,2014-03-31T23:30:00Z,13,1,3,6,home win REG,1506,1420
1932,2013021127,20132014,R,2014-04-01T02:00:00Z,11,24,4,5,home win OT,1543,1496
1931,2013021128,20132014,R,2014-04-01T02:00:00Z,30,26,3,2,away win REG,1596,1448
1933,2013021133,20132014,R,2014-04-01T23:00:00Z,25,15,5,0,away win REG,1511,1478
1934,2013021132,20132014,R,2014-04-01T23:00:00Z,12,5,4,1,away win REG,1556,1405
1935,2013021134,20132014,R,2014-04-01T23:00:00Z,21,29,3,2,away win OT,1505,1445
1936,2013021131,20132014,R,2014-04-01T23:00:00Z,13,2,2,4,home win REG,1533,1424
1937,2013021130,20132014,R,2014-04-01T23:00:00Z,20,10,2,3,home win REG,1479,1480
1938,2013021129,20132014,R,2014-04-01T23:00:00Z,1,7,2,3,home win SO,1466,1546
1939,2013021135,20132014,R,2014-04-01T23:30:00Z,8,14,1,3,home win REG,1601,1525
1940,2013021136,20132014,R,2014-04-02T00:00:00Z,4,19,0,1,home win SO,1413,1483
1941,2013021137,20132014,R,2014-04-02T02:00:00Z,3,23,3,1,away win REG,1575,1508
1942,2013021138,20132014,R,2014-04-02T02:00:00Z,11,27,2,1,away win SO,1575,1509
1943,2013021139,20132014,R,2014-04-02T02:30:00Z,22,28,4,5,home win REG,1422,1450
1944,2013021140,20132014,R,2014-04-02T23:00:00Z,2,9,2,1,away win REG,1460,1439
1945,2013021141,20132014,R,2014-04-03T00:00:00Z,6,17,2,3,home win REG,1561,1478
1946,2013021142,20132014,R,2014-04-03T02:00:00Z,22,24,2,3,home win REG,1461,1457
1947,2013021143,20132014,R,2014-04-03T02:30:00Z,27,26,0,4,home win REG,1535,1421
1948,2013021145,20132014,R,2014-04-03T23:00:00Z,29,4,2,0,away win REG,1474,1383
1949,2013021146,20132014,R,2014-04-03T23:00:00Z,25,12,1,4,home win REG,1547,1520
1950,2013021147,20132014,R,2014-04-03T23:30:00Z,20,14,4,1,away win REG,1515,1489
1951,2013021144,20132014,R,2014-04-03T23:30:00Z,6,10,3,4,home win OT,1586,1455
1952,2013021148,20132014,R,2014-04-04T00:00:00Z,30,16,2,3,home win SO,1621,1495
1953,2013021149,20132014,R,2014-04-04T00:00:00Z,7,19,1,2,home win REG,1573,1457
1954,2013021150,20132014,R,2014-04-04T00:00:00Z,5,11,4,2,away win REG,1451,1528
1955,2013021151,20132014,R,2014-04-04T01:00:00Z,3,21,2,3,home win SO,1600,1479
1956,2013021152,20132014,R,2014-04-04T02:30:00Z,26,28,1,2,home win REG,1456,1416
1957,2013021153,20132014,R,2014-04-04T23:00:00Z,8,9,7,4,away win REG,1619,1421
1958,2013021154,20132014,R,2014-04-04T23:00:00Z,16,29,4,3,away win REG,1525,1444
1959,2013021157,20132014,R,2014-04-04T23:00:00Z,15,1,1,2,home win REG,1509,1435
1961,2013021156,20132014,R,2014-04-04T23:30:00Z,20,13,2,1,away win REG,1549,1499
1960,2013021155,20132014,R,2014-04-04T23:30:00Z,7,17,2,3,home win REG,1596,1455
1962,2013021159,20132014,R,2014-04-05T02:00:00Z,18,24,5,2,away win REG,1549,1431
1963,2013021158,20132014,R,2014-04-05T02:00:00Z,22,27,3,2,away win SO,1500,1497
1964,2013021160,20132014,R,2014-04-05T17:00:00Z,4,6,2,5,home win REG,1432,1537
1965,2013021161,20132014,R,2014-04-05T18:00:00Z,21,19,4,0,away win REG,1509,1427
1966,2013021162,20132014,R,2014-04-05T21:00:00Z,15,2,4,3,away win SO,1536,1433
1967,2013021164,20132014,R,2014-04-05T23:00:00Z,17,8,3,5,home win REG,1501,1573
1968,2013021163,20132014,R,2014-04-05T23:00:00Z,11,10,4,2,away win REG,1554,1430
1969,2013021166,20132014,R,2014-04-05T23:00:00Z,9,3,3,2,away win REG,1468,1553
1970,2013021167,20132014,R,2014-04-05T23:00:00Z,1,12,3,1,away win REG,1475,1480
1971,2013021165,20132014,R,2014-04-05T23:00:00Z,25,14,5,2,away win REG,1574,1462
1972,2013021168,20132014,R,2014-04-06T00:00:00Z,5,30,0,4,home win REG,1498,1574
1973,2013021169,20132014,R,2014-04-06T02:00:00Z,26,23,1,2,home win REG,1493,1471
1974,2013021170,20132014,R,2014-04-06T02:30:00Z,18,28,3,0,away win REG,1569,1395
1975,2013021174,20132014,R,2014-04-06T16:30:00Z,19,16,2,4,home win REG,1468,1484
1976,2013021171,20132014,R,2014-04-06T21:00:00Z,25,13,2,3,home win REG,1599,1474
1977,2013021172,20132014,R,2014-04-06T22:00:00Z,2,29,0,4,home win REG,1466,1411
1978,2013021173,20132014,R,2014-04-06T23:30:00Z,7,4,2,5,home win REG,1614,1414
1979,2013021175,20132014,R,2014-04-07T00:00:00Z,5,21,3,2,away win SO,1531,1476
1980,2013021176,20132014,R,2014-04-07T00:00:00Z,24,22,2,4,home win REG,1470,1462
1981,2013021177,20132014,R,2014-04-07T23:00:00Z,20,1,1,0,away win REG,1574,1450
1982,2013021178,20132014,R,2014-04-08T00:00:00Z,30,11,1,0,away win REG,1604,1523
1983,2013021179,20132014,R,2014-04-08T02:00:00Z,24,23,3,0,away win REG,1502,1439
1984,2013021183,20132014,R,2014-04-08T23:00:00Z,27,29,3,4,home win OT,1521,1387
1985,2013021182,20132014,R,2014-04-08T23:00:00Z,12,3,1,4,home win REG,1519,1514
1986,2013021181,20132014,R,2014-04-08T23:00:00Z,9,2,4,1,away win REG,1500,1434
1987,2013021180,20132014,R,2014-04-08T23:00:00Z,17,7,4,2,away win REG,1543,1572
1988,2013021184,20132014,R,2014-04-08T23:30:00Z,10,14,0,3,home win REG,1465,1427
1989,2013021185,20132014,R,2014-04-08T23:30:00Z,4,13,5,2,away win REG,1452,1437
1991,2013021186,20132014,R,2014-04-09T00:00:00Z,15,19,4,1,away win REG,1562,1442
1990,2013021187,20132014,R,2014-04-09T00:00:00Z,6,30,3,4,home win SO,1575,1566
1992,2013021188,20132014,R,2014-04-09T00:30:00Z,18,25,2,3,home win SO,1604,1564
1993,2013021189,20132014,R,2014-04-09T01:30:00Z,21,22,4,1,away win REG,1507,1431
1994,2013021190,20132014,R,2014-04-09T23:30:00Z,8,16,2,3,home win OT,1597,1460
1995,2013021191,20132014,R,2014-04-10T00:00:00Z,17,5,3,4,home win SO,1574,1500
1996,2013020971,20132014,R,2014-04-10T00:30:00Z,29,25,3,1,away win REG,1434,1517
1997,2013021192,20132014,R,2014-04-10T02:00:00Z,26,20,3,4,home win SO,1532,1535
1998,2013021193,20132014,R,2014-04-10T02:30:00Z,28,24,2,5,home win REG,1437,1460
1999,2013021194,20132014,R,2014-04-10T23:00:00Z,7,3,1,2,home win REG,1599,1488
2000,2013021195,20132014,R,2014-04-10T23:00:00Z,15,12,5,2,away win REG,1590,1491
2004,2013021196,20132014,R,2014-04-10T23:30:00Z,2,8,2,0,away win REG,1480,1551
2001,2013021198,20132014,R,2014-04-10T23:30:00Z,4,14,2,4,home win REG,1481,1397
2002,2013021199,20132014,R,2014-04-10T23:30:00Z,10,13,2,4,home win REG,1494,1407
2003,2013021197,20132014,R,2014-04-10T23:30:00Z,1,9,1,2,home win SO,1486,1463
2007,2013021201,20132014,R,2014-04-11T00:00:00Z,19,30,2,4,home win REG,1485,1523
2005,2013021202,20132014,R,2014-04-11T00:00:00Z,6,11,1,2,home win SO,1602,1496
2006,2013021200,20132014,R,2014-04-11T00:00:00Z,27,18,0,2,home win REG,1560,1564
2008,2013021203,20132014,R,2014-04-11T01:30:00Z,26,22,3,0,away win REG,1555,1408
2009,2013021204,20132014,R,2014-04-11T02:00:00Z,21,23,4,2,away win REG,1533,1413
2010,2013021205,20132014,R,2014-04-11T23:00:00Z,16,15,0,4,home win REG,1504,1547
2011,2013021206,20132014,R,2014-04-11T23:30:00Z,12,17,2,1,away win REG,1530,1534
2012,2013021207,20132014,R,2014-04-11T23:30:00Z,29,14,2,3,home win REG,1462,1369
2013,2013021208,20132014,R,2014-04-11T23:30:00Z,2,1,3,2,away win SO,1513,1454
2014,2013021209,20132014,R,2014-04-12T00:30:00Z,19,25,0,3,home win REG,1520,1482
2015,2013021210,20132014,R,2014-04-12T01:00:00Z,11,20,5,3,away win REG,1532,1499
2016,2013021211,20132014,R,2014-04-12T02:00:00Z,21,28,1,5,home win REG,1556,1413
2017,2013021212,20132014,R,2014-04-12T16:30:00Z,7,6,1,4,home win REG,1631,1570
2018,2013021213,20132014,R,2014-04-12T19:00:00Z,4,5,4,3,away win OT,1515,1466
2020,2013021215,20132014,R,2014-04-12T23:00:00Z,10,9,0,1,home win REG,1523,1434
2021,2013021214,20132014,R,2014-04-12T23:00:00Z,3,8,0,1,home win OT,1526,1513
2019,2013021216,20132014,R,2014-04-12T23:00:00Z,29,13,3,2,away win REG,1489,1380
2022,2013021217,20132014,R,2014-04-13T00:00:00Z,16,18,5,7,home win REG,1541,1527
2023,2013021218,20132014,R,2014-04-13T01:00:00Z,28,27,3,2,away win REG,1458,1516
2024,2013021219,20132014,R,2014-04-13T02:00:00Z,23,22,2,5,home win REG,1445,1376
2025,2013021220,20132014,R,2014-04-13T02:30:00Z,24,26,4,3,away win SO,1501,1514
2026,2013021224,20132014,R,2014-04-13T16:30:00Z,17,19,3,0,away win REG,1565,1489
2027,2013021223,20132014,R,2014-04-13T19:00:00Z,14,15,1,0,away win SO,1416,1500
2028,2013021222,20132014,R,2014-04-13T19:00:00Z,12,4,6,5,away win SO,1561,1485
2029,2013021221,20132014,R,2014-04-13T19:00:00Z,6,1,2,3,home win REG,1592,1432
2030,2013021225,20132014,R,2014-04-13T21:00:00Z,2,7,4,3,away win SO,1555,1589
2031,2013021226,20132014,R,2014-04-13T23:30:00Z,9,5,3,2,away win SO,1469,1431
2033,2013021229,20132014,R,2014-04-14T00:00:00Z,21,24,2,3,home win OT,1583,1474
2032,2013021227,20132014,R,2014-04-14T00:00:00Z,18,30,7,3,away win REG,1558,1492
2035,2013021228,20132014,R,2014-04-14T01:00:00Z,20,23,1,5,home win REG,1526,1418
2034,2013021230,20132014,R,2014-04-14T01:00:00Z,25,27,1,2,home win REG,1517,1481
2036,2013030121,20132014,P,2014-04-16T23:00:00Z,8,14,5,4,away win OT,1537,1393
2037,2013030131,20132014,P,2014-04-16T23:30:00Z,29,5,3,4,home win REG,1516,1405
2038,2013030171,20132014,P,2014-04-17T02:00:00Z,25,24,3,4,home win REG,1545,1446
2039,2013030141,20132014,P,2014-04-17T23:00:00Z,4,3,1,4,home win REG,1520,1490
2040,2013030161,20132014,P,2014-04-18T00:00:00Z,16,19,3,4,home win OT,1569,1462
2041,2013030151,20132014,P,2014-04-18T01:30:00Z,30,21,4,5,home win OT,1532,1543
2042,2013030181,20132014,P,2014-04-18T02:30:00Z,26,28,3,6,home win REG,1541,1431
2043,2013030122,20132014,P,2014-04-18T23:00:00Z,8,14,4,1,away win REG,1556,1373
2044,2013030111,20132014,P,2014-04-18T23:30:00Z,17,6,1,0,away win REG,1599,1557
2045,2013030172,20132014,P,2014-04-19T02:00:00Z,25,24,2,3,home win REG,1568,1423
2046,2013030162,20132014,P,2014-04-19T19:00:00Z,16,19,3,4,home win OT,1591,1440
2047,2013030132,20132014,P,2014-04-19T23:00:00Z,29,5,4,3,away win OT,1538,1383
2048,2013030152,20132014,P,2014-04-20T01:30:00Z,30,21,2,4,home win REG,1565,1510
2049,2013030142,20132014,P,2014-04-20T16:00:00Z,4,3,4,2,away win REG,1550,1461
2050,2013030112,20132014,P,2014-04-20T19:00:00Z,17,6,1,4,home win REG,1627,1529
2051,2013030123,20132014,P,2014-04-20T23:00:00Z,14,8,2,3,home win REG,1421,1509
2052,2013030182,20132014,P,2014-04-21T02:00:00Z,26,28,2,7,home win REG,1564,1409
2053,2013030153,20132014,P,2014-04-21T23:00:00Z,21,30,0,1,home win OT,1547,1528
2054,2013030133,20132014,P,2014-04-21T23:00:00Z,5,29,4,3,away win REG,1428,1493
2055,2013030163,20132014,P,2014-04-22T00:30:00Z,19,16,0,2,home win REG,1485,1546
2056,2013030173,20132014,P,2014-04-22T01:30:00Z,24,25,0,3,home win REG,1467,1524
2057,2013030124,20132014,P,2014-04-22T23:00:00Z,14,8,3,4,home win REG,1461,1469
2058,2013030113,20132014,P,2014-04-22T23:30:00Z,6,17,3,0,away win REG,1570,1587
2059,2013030143,20132014,P,2014-04-23T00:00:00Z,3,4,4,1,away win REG,1501,1510
2060,2013030183,20132014,P,2014-04-23T02:00:00Z,28,26,4,3,away win OT,1454,1518
2061,2013030134,20132014,P,2014-04-23T23:00:00Z,5,29,3,4,home win OT,1466,1455
2062,2013030174,20132014,P,2014-04-24T00:00:00Z,24,25,2,4,home win REG,1504,1487
2063,2013030164,20132014,P,2014-04-24T01:30:00Z,19,16,3,4,home win OT,1522,1508
2064,2013030114,20132014,P,2014-04-25T00:00:00Z,6,17,3,2,away win OT,1603,1553
2065,2013030154,20132014,P,2014-04-25T01:30:00Z,21,30,1,2,home win REG,1577,1498
2066,2013030184,20132014,P,2014-04-25T02:30:00Z,28,26,3,6,home win REG,1492,1480
2067,2013030144,20132014,P,2014-04-25T23:00:00Z,3,4,1,2,home win REG,1533,1477
2068,2013030165,20132014,P,2014-04-26T00:00:00Z,16,19,3,2,away win OT,1542,1489
2069,2013030175,20132014,P,2014-04-26T02:30:00Z,25,24,2,6,home win REG,1520,1471
2070,2013030115,20132014,P,2014-04-26T19:00:00Z,17,6,2,4,home win REG,1590,1567
2071,2013030135,20132014,P,2014-04-26T23:00:00Z,29,5,1,3,home win REG,1488,1433
2072,2013030155,20132014,P,2014-04-27T01:30:00Z,30,21,3,4,home win OT,1537,1538
2073,2013030185,20132014,P,2014-04-27T02:00:00Z,26,28,3,0,away win REG,1513,1459
2074,2013030145,20132014,P,2014-04-27T16:00:00Z,4,3,2,4,home win REG,1514,1496
2075,2013030166,20132014,P,2014-04-27T19:00:00Z,19,16,1,5,home win REG,1526,1505
2076,2013030176,20132014,P,2014-04-28T00:00:00Z,24,25,5,4,away win OT,1507,1484
2077,2013030136,20132014,P,2014-04-28T23:00:00Z,5,29,4,3,away win REG,1470,1451
2078,2013030156,20132014,P,2014-04-29T01:00:00Z,21,30,2,5,home win REG,1570,1505
2079,2013030186,20132014,P,2014-04-29T02:00:00Z,28,26,1,4,home win REG,1496,1476
2080,2013030146,20132014,P,2014-04-29T23:30:00Z,3,4,2,5,home win REG,1530,1480
2081,2013030147,20132014,P,2014-04-30T23:00:00Z,4,3,1,2,home win REG,1517,1493
2082,2013030157,20132014,P,2014-05-01T01:30:00Z,30,21,5,4,away win OT,1543,1532
2083,2013030187,20132014,P,2014-05-01T02:00:00Z,26,28,5,1,away win REG,1510,1462
2084,2013030211,20132014,P,2014-05-01T23:30:00Z,8,6,4,3,away win OT,1510,1526
2085,2013030221,20132014,P,2014-05-02T23:00:00Z,3,5,3,2,away win OT,1523,1440
2086,2013030231,20132014,P,2014-05-03T01:30:00Z,30,16,2,5,home win REG,1571,1476
2087,2013030212,20132014,P,2014-05-03T16:30:00Z,8,6,3,5,home win REG,1543,1493
2088,2013030241,20132014,P,2014-05-04T00:00:00Z,26,24,3,2,away win OT,1542,1476
2089,2013030232,20132014,P,2014-05-04T19:00:00Z,30,16,1,4,home win REG,1595,1453
2090,2013030222,20132014,P,2014-05-04T23:30:00Z,3,5,0,3,home win REG,1548,1416
2091,2013030223,20132014,P,2014-05-05T23:30:00Z,5,3,2,0,away win REG,1459,1504
2092,2013030242,20132014,P,2014-05-06T02:00:00Z,26,24,3,1,away win REG,1568,1450
2093,2013030213,20132014,P,2014-05-06T23:00:00Z,6,8,2,4,home win REG,1529,1506
2094,2013030233,20132014,P,2014-05-07T01:00:00Z,16,30,0,4,home win REG,1497,1550
2095,2013030224,20132014,P,2014-05-07T23:30:00Z,5,3,4,2,away win REG,1495,1468
2096,2013030214,20132014,P,2014-05-08T23:30:00Z,6,8,1,0,away win OT,1559,1477
2097,2013030243,20132014,P,2014-05-09T02:00:00Z,24,26,3,2,away win REG,1492,1525
2098,2013030225,20132014,P,2014-05-09T23:00:00Z,3,5,5,1,away win REG,1502,1461
2099,2013030234,20132014,P,2014-05-10T01:30:00Z,16,30,2,4,home win REG,1534,1513
2100,2013030215,20132014,P,2014-05-10T23:00:00Z,8,6,2,4,home win REG,1516,1520
2101,2013030244,20132014,P,2014-05-11T01:30:00Z,24,26,2,0,away win REG,1527,1490
2102,2013030226,20132014,P,2014-05-11T23:00:00Z,5,3,1,3,home win REG,1497,1467
2103,2013030235,20132014,P,2014-05-12T01:00:00Z,30,16,1,2,home win REG,1547,1500
2104,2013030216,20132014,P,2014-05-12T23:30:00Z,6,8,0,4,home win REG,1551,1484
2105,2013030245,20132014,P,2014-05-13T02:00:00Z,26,24,3,4,home win REG,1526,1492
2106,2013030227,20132014,P,2014-05-13T23:00:00Z,3,5,2,1,away win REG,1501,1462
2107,2013030236,20132014,P,2014-05-14T01:00:00Z,16,30,2,1,away win OT,1537,1511
2108,2013030217,20132014,P,2014-05-14T23:00:00Z,8,6,3,1,away win REG,1522,1513
2109,2013030246,20132014,P,2014-05-15T01:30:00Z,24,26,1,2,home win REG,1527,1491
2110,2013030247,20132014,P,2014-05-17T01:00:00Z,26,24,6,2,away win REG,1526,1492
2111,2013030311,20132014,P,2014-05-17T17:00:00Z,3,8,7,2,away win REG,1535,1488
2112,2013030321,20132014,P,2014-05-18T19:00:00Z,26,16,1,3,home win REG,1559,1504
2113,2013030312,20132014,P,2014-05-20T00:00:00Z,3,8,3,1,away win REG,1563,1461
2114,2013030322,20132014,P,2014-05-22T00:00:00Z,26,16,6,2,away win REG,1586,1477
2115,2013030313,20132014,P,2014-05-23T00:00:00Z,8,3,3,2,away win OT,1502,1522
2116,2013030323,20132014,P,2014-05-25T00:00:00Z,16,26,3,4,home win REG,1518,1544
2117,2013030314,20132014,P,2014-05-26T00:00:00Z,8,3,2,3,home win OT,1536,1488
2118,2013030324,20132014,P,2014-05-27T01:00:00Z,16,26,2,5,home win REG,1553,1510
2119,2013030315,20132014,P,2014-05-28T00:00:00Z,3,8,4,7,home win REG,1524,1499
2120,2013030325,20132014,P,2014-05-29T00:00:00Z,26,16,4,5,home win OT,1546,1517
2121,2013030316,20132014,P,2014-05-30T00:00:00Z,8,3,0,1,home win REG,1534,1490
2122,2013030326,20132014,P,2014-05-31T01:00:00Z,16,26,4,3,away win REG,1551,1511
2123,2013030327,20132014,P,2014-06-02T00:00:00Z,26,16,5,4,away win OT,1547,1516
2124,2013030411,20132014,P,2014-06-05T00:00:00Z,3,26,2,3,home win OT,1527,1510
2125,2013030412,20132014,P,2014-06-07T23:00:00Z,3,26,4,5,home win OT,1558,1479
2126,2013030413,20132014,P,2014-06-10T00:00:00Z,26,3,3,0,away win REG,1518,1519
2127,2013030414,20132014,P,2014-06-12T00:00:00Z,26,3,1,2,home win REG,1550,1487
2128,2013030415,20132014,P,2014-06-14T00:00:00Z,3,26,2,3,home win OT,1524,1513
2129,2014020001,20142015,R,2014-10-08T23:00:00Z,8,10,4,3,away win REG,1554,1484
2130,2014020002,20142015,R,2014-10-08T23:30:00Z,4,6,1,2,home win REG,1543,1477
2131,2014020004,20142015,R,2014-10-09T02:00:00Z,28,26,4,0,away win REG,1510,1473
2132,2014020003,20142015,R,2014-10-09T02:00:00Z,23,20,4,2,away win REG,1484,1479
2136,2014020007,20142015,R,2014-10-09T23:00:00Z,24,5,4,6,home win REG,1524,1444
